mix_id,bandwidth,malicious,layer
0,1.0545556407307435,False,0
1,1.0401096730495005,False,1
2,0.8956499962370699,False,2
3,4.232668530604217,False,-1
4,2.7029515923385308,False,0
5,2.9238659051738916,False,1
6,2.7809213498098346,False,2
7,4.5872207312283715,False,-1
8,0.09849291392159096,False,0
9,0.11452664409487322,False,1
10,0.10536451256728335,False,2
11,1.9721488113137167,False,-1
12,7.69320654632057,False,0
13,8.380099987956333,False,1
14,8.242721299629181,False,2
15,3.1597098315245193,False,-1
16,0.7001306984456531,False,0
17,0.7821279874528018,False,1
18,0.756898052373679,False,2
19,4.068327031508526,False,-1
20,0.7988462907065418,False,0
21,0.8321315528193144,False,1
22,0.9652726012704046,False,2
23,4.0608019777582545,False,-1
24,0.9700462171230981,False,0
25,0.866112693859909,False,1
26,0.8799704969616675,False,2
27,4.212772142934597,False,-1
28,0.2385455336331809,False,0
29,0.20630965070977808,False,1
30,0.19019170924807666,False,2
31,2.588541398749247,False,-1
32,3.27475822335742,False,0
33,3.4415283180654366,False,1
34,3.517332906569081,False,2
35,4.9272982527368585,False,-1
36,1.2835640087705933,False,0
37,1.3543813333924193,False,1
38,1.5048681482137993,False,2
39,4.709352087351419,False,-1
40,0.0026937967481170766,False,0
41,0.007003871545104399,False,1
42,0.007003871545104399,False,2
43,0.5220578097850894,False,-1
44,0.05035101241541332,False,0
45,0.03946430702829693,False,1
46,0.04082514520168648,False,2
47,1.2301977087441527,False,-1
48,1.507746975156124,False,0
49,1.2651210251310006,False,1
50,1.2391253876283088,False,2
51,4.653219112981832,False,-1
52,0.24901390240145105,False,0
53,0.1933134242327054,False,1
54,0.2260784113907911,False,2
55,2.608092977783619,False,-1
56,7.549474972694374,False,0
57,7.676570510955222,False,1
58,7.015673711998813,False,2
59,3.1773884565212014,False,-1
60,5.967832685819992,False,0
61,5.682605388335948,False,1
62,6.1433571765794035,False,2
63,4.146766094191097,False,-1
64,0.06527202100554151,False,0
65,0.09406850086092747,False,1
66,0.07487084762400349,False,2
67,1.6855539542019249,False,-1
68,1.9225948396811197,False,0
69,2.0529402525408567,False,1
70,2.063802370279168,False,2
71,4.822780275810267,False,-1
72,0.0001677480859698226,False,0
73,0.0004193702149245565,False,1
74,0.08328692468401692,False,-1
75,0.000178650764496839,False,0
76,0.000357301528993678,False,1
77,0.08878942995492899,False,-1
78,2.129707171267253,False,0
79,2.220817638487243,False,1
80,2.2663728720972376,False,2
81,4.771910720646947,False,-1
82,0.7589046816312718,False,0
83,0.7107202574007148,False,1
84,0.6625358331701579,False,2
85,3.8908922566174726,False,-1
86,1.3811615344705954,False,0
87,1.4336107066656814,False,1
88,1.3374538909746905,False,2
89,4.589302567070017,False,-1
90,1.0190692238346948,False,0
91,1.0262457676645167,False,1
92,0.8970679787277244,False,2
93,4.2341608595948586,False,-1
94,6.0176830628421945,False,0
95,6.5113211265909685,False,1
96,6.652360573376331,False,2
97,4.325209701417827,False,-1
98,0.0015716330474593566,False,0
99,0.003143266094918713,False,1
100,0.0018859596569512278,False,2
101,0.307725750692542,False,-1
102,10.271329625655142,False,0
103,10.545231749005945,False,1
104,11.058798230288703,False,2
105,2.3624058139006827,False,-1
106,0.7204380866732386,False,0
107,0.5616013431547293,False,1
108,0.7034198641533983,False,2
109,3.6872815459653943,False,-1
110,1.619376384659632,False,0
111,1.7273348103036072,False,1
112,1.7273348103036072,False,2
113,4.74035632600365,False,-1
114,2.6472318688962284,False,0
115,3.0686817186707525,False,1
116,2.7789349469507667,False,2
117,4.675459270936124,False,-1
118,2.29794352975727,False,0
119,2.7751121315647906,False,1
120,2.6244273099413626,False,2
121,4.859585497355538,False,-1
122,0.0004397991056530335,False,0
123,8.79598211306067e-05,False,1
124,8.79598211306067e-05,False,2
125,0.08734410238269245,False,-1
126,0.016248261734265662,False,0
127,0.02867340306046881,False,1
128,0.021982942346359422,False,2
129,0.8888754948745332,False,-1
130,0.08910276903613192,False,0
131,0.1123469696542533,False,1
132,0.08522873559977835,False,2
133,1.6503382438866172,False,-1
134,0.033490054051864955,False,0
135,0.04379468606782341,False,1
136,0.02704965904189093,False,2
137,1.1837446028332268,False,-1
138,7.832386425070234,False,0
139,7.407579025744392,False,1
140,7.566881800491582,False,2
141,3.743615206558993,False,-1
142,0.2484518364580363,False,0
143,0.2916608514942165,False,1
144,0.2736570952291414,False,2
145,2.7869814698336244,False,-1
146,0.2525047653345021,False,0
147,0.23230438410774196,False,1
148,0.2558714955389621,False,2
149,2.626049559478822,False,-1
150,9.544249849507933,False,0
151,9.959217234269149,False,1
152,9.225044168922384,False,2
153,3.1920568058554966,False,-1
154,2.8797028003912635,False,0
155,2.7110715553233065,False,1
156,2.516497041783356,False,2
157,4.864362838498756,False,-1
158,0.001959431002871972,False,0
159,0.001959431002871972,False,1
160,0.000979715501435986,False,2
161,0.32167325630481536,False,-1
162,0.0008714579164227881,False,0
163,0.001307186874634182,False,1
164,0.000653593437317091,False,2
165,0.21503224087732295,False,-1
166,5.781912001742602,False,0
167,5.414157881490423,False,1
168,5.107696114613606,False,2
169,4.127018460607794,False,-1
170,0.8717488140487669,False,0
171,0.9270979450994823,False,1
172,1.0516334899635917,False,2
173,4.068161132227578,False,-1
174,0.7769409380551842,False,0
175,0.6346006135259901,False,1
176,0.6464623072367562,False,2
177,3.8728429965651547,False,-1
178,0.04003420269355367,False,0
179,0.05798056941825014,False,1
180,0.04141469244160724,False,2
181,1.2410602835001636,False,-1
182,0.00958687114735,False,-1
183,0.0002658650238274764,False,0
184,0.0003987975357412146,False,1
185,0.0005317300476549528,False,2
186,0.13173611930651455,False,-1
187,1.2803439406120871,False,0
188,1.0320348127358037,False,1
189,1.1173910754432759,False,2
190,4.329890417342695,False,-1
191,0.003352140003809513,False,0
192,0.0008380350009523783,False,1
193,0.002234760002539675,False,2
194,0.27292006531015783,False,-1
195,1.1997524695755992,False,0
196,1.2079140510012836,False,1
197,1.1915908881499147,False,2
198,4.562324016957551,False,-1
199,0.41690833043178316,False,0
200,0.38650876467113227,False,1
201,0.3691375842364747,False,2
202,3.1702404293250175,False,-1
203,0.016316513407448198,False,0
204,0.025762915906497156,False,1
205,0.017175277270998105,False,2
206,0.7995091569649618,False,-1
207,11.65318554503569,False,0
208,11.878005844939915,False,1
209,11.540775395083577,False,2
210,2.3980831989784055,False,-1
211,2.27918061569197e-05,False,0
212,6.83754184707591e-05,False,1
213,6.83754184707591e-05,False,2
214,0.022632263513821263,False,-1
215,1.181968929313233,False,0
216,1.0233153817544098,False,1
217,1.2216323162029388,False,2
218,4.5057607506705795,False,-1
219,2.2631628273776263,False,0
220,2.0736368763164457,False,1
221,1.8952595106118053,False,2
222,4.9165261422341535,False,-1
223,9.446330259305123,False,0
224,9.023810694991155,False,1
225,8.782370943954602,False,2
226,2.9274569813182008,False,-1
227,0.0030504225690134172,False,0
228,0.0030504225690134172,False,1
229,0.00266911974788674,False,2
230,0.37253285624076354,False,-1
231,30.68644827220714,False,0
232,33.05422977469226,False,1
233,30.87587079240595,False,2
234,0.09471126009940475,False,-1
235,0.015176212541242946,False,0
236,0.007188732256378237,False,1
237,0.015176212541242946,False,2
238,0.7612068711476067,False,-1
239,0.05824625584493163,False,0
240,0.05986420739617973,False,1
241,0.04853854653744302,False,2
242,1.4513025414695464,False,-1
243,0.03666767934524944,False,0
244,0.04046088755337869,False,1
245,0.03413887387316327,False,2
246,1.1531352952712928,False,-1
247,0.9753683309452071,False,0
248,0.9090167438060774,False,1
249,0.9090167438060774,False,2
250,3.8417568953556116,False,-1
251,10.059379171357614,False,0
252,9.116312374042836,False,1
253,9.52497465287924,False,2
254,2.734893712212851,False,-1
255,0.25940482821516925,False,0
256,0.21827967252252048,False,1
257,0.28471261633372236,False,2
258,2.401076397747725,False,-1
259,0.0036502944041839286,False,0
260,0.009125736010459821,False,1
261,0.006388015207321875,False,2
262,0.4371227549010254,False,-1
263,6.75959974631634,False,0
264,7.5697390417550015,False,1
265,7.139352541053212,False,2
266,3.8481616533336465,False,-1
267,0.2740998886098307,False,0
268,0.30934130285966605,False,1
269,0.3367512917206491,False,2
270,2.995520211236007,False,-1
271,0.9140436291884941,False,0
272,0.8463366936930501,False,1
273,0.9072729356389497,False,2
274,4.103040291023906,False,-1
275,0.2454127627601532,False,0
276,0.21851821341657476,False,1
277,0.2353273067563113,False,2
278,2.662560385014265,False,-1
279,0.005500304194474218,False,0
280,0.00916717365745703,False,1
281,0.009778318567954166,False,2
282,0.58669911407725,False,-1
283,0.17832077901406873,False,0
284,0.1648116290887605,False,1
285,0.15670613913357556,False,2
286,2.2019914378252423,False,-1
287,0.038833413433244174,False,0
288,0.048206995986096214,False,1
289,0.04954607920793222,False,2
290,1.2024967332087335,False,-1
291,26.846686301204834,False,0
292,24.6094624427711,False,1
293,25.458064595970104,False,2
294,0.2314369508724555,False,-1
295,0.20459509689474606,False,0
296,0.17096302617232206,False,1
297,0.17376569873252407,False,2
298,2.253348738402409,False,-1
299,7.060842054281298,False,0
300,6.71520642924655,False,1
301,6.739894688177603,False,2
302,4.17231575934804,False,-1
303,16.865111318171238,False,0
304,15.362759447874375,False,1
305,15.16890759364252,False,2
306,1.066185198275193,False,-1
307,0.0001597448422896347,False,0
308,0.0007987242114481735,False,1
309,0.0011182138960274428,False,2
310,0.15766815933986944,False,-1
311,0.0029945808241363787,False,0
312,0.0043255056348636585,False,1
313,0.0026618496214545592,False,2
314,0.32274926660136527,False,-1
315,0.1724523258412126,False,0
316,0.13796186067297006,False,1
317,0.1724523258412126,False,2
318,2.170246192894029,False,-1
319,1.8683884945115568,False,0
320,2.3073472371980066,False,1
321,2.0597294849133423,False,2
322,5.019887159952736,False,-1
323,6.32118184623477e-05,False,0
324,6.32118184623477e-05,False,1
325,6.32118184623477e-05,False,2
326,0.06302218300696066,False,-1
327,0.09968025454228699,False,0
328,0.09968025454228699,False,1
329,0.08722022272450111,False,2
330,1.7900912378219036,False,-1
331,7.11376544376296e-05,False,0
332,0.03549768956437717,False,-1
333,0.35132390720249673,False,0
334,0.3295925314992495,False,1
335,0.26439840438950785,False,2
336,2.6765811074499495,False,-1
337,0.049664195192056816,False,0
338,0.077065130470433,False,1
339,0.07192745510573746,False,2
340,1.5139016741302835,False,-1
341,0.6938767631018691,False,0
342,0.6938767631018691,False,1
343,0.7060500396475159,False,2
344,3.992834706972159,False,-1
345,1.7179282694197608,False,0
346,1.6877891769738003,False,1
347,1.7681600901630286,False,2
348,4.872486612096982,False,-1
349,7.38613407176482e-05,False,0
350,7.38613407176482e-05,False,1
351,0.0002954453628705928,False,2
352,0.07341817267334232,False,-1
353,4.381448022114595,False,0
354,4.0135401729294005,False,1
355,4.097155593198763,False,2
356,4.230940265629743,False,-1
357,0.007106762534999584,False,0
358,0.0054667404115381416,False,1
359,0.003826718288076699,False,2
360,0.5302738199191996,False,-1
361,0.1880656225091244,False,0
362,0.14692626758525343,False,1
363,0.1763115211023041,False,2
364,2.4272219405083866,False,-1
365,0.041016597042543006,False,0
366,0.03845305972738407,False,1
367,0.03588952241222513,False,2
368,1.1664094783973167,False,-1
369,9.59183856383983,False,0
370,11.523763645602624,False,1
371,10.845895195861292,False,2
372,1.9319250817627927,False,-1
373,0.0014709770630048,False,-1
374,5.817999843486466,False,0
375,5.25090238581811,False,1
376,5.565956528967197,False,2
377,4.3687507850006675,False,-1
378,6.511596987465842,False,0
379,5.71696142289374,False,1
380,5.849400683655757,False,2
381,3.995251032987517,False,-1
382,0.010404667555991716,False,0
383,0.009754375833742232,False,1
384,0.008453792389243268,False,2
385,0.621678886470505,False,-1
386,0.12595977349996404,False,0
387,0.12824995119996338,False,1
388,0.10076781879997121,False,2
