mix_id,bandwidth,malicious,layer
0,5.503913686553608,False,2
1,1.7190701540679245,False,-1
2,0.02598991915710126,False,0
3,9.837184400962826,False,1
4,0.01299495957855063,False,2
5,3.1187902988521508,False,-1
6,1.7660008519429449,False,2
7,0.5245320299545193,False,-1
8,18.62855013716195,False,0
9,2.5552436028850463,False,1
10,6.291943925383609,False,-1
11,4.724305343565714,False,2
12,1.5831784262149455,False,-1
13,0.006657052422554515,False,1
14,4.9195617402677865,False,2
15,1.730833629864174,False,-1
16,0.013857803101758544,False,1
17,5.245178474015609,False,2
18,1.6698652737619044,False,-1
19,2.430585572424573,False,2
20,0.7930027199157095,False,-1
21,0.10612642390510157,False,0
22,11.507136534853156,False,1
23,3.5476547419705384,False,-1
24,0.00885216557772823,False,0
25,0.00885216557772823,False,1
26,6.515193865207978,False,2
27,2.3192673813647966,False,-1
28,0.3976044000220805,False,2
29,0.14115494960133482,False,-1
30,1.0573712607236798,False,2
31,0.3034669126658695,False,-1
32,6.620222350685511,False,2
33,2.0449901502117545,False,-1
34,0.013105994863234266,False,1
35,2.4147795535509133,False,2
36,0.8486131673944187,False,-1
37,4.194152762607986,False,0
38,15.124369053040917,False,1
39,6.100585836520707,False,-1
40,0.04388112268985288,False,0
41,17.0916972876977,False,1
42,4.804982934538891,False,-1
43,1.4686204726246839,False,2
44,0.45114485106771335,False,-1
45,0.043448470953245645,False,1
46,7.85331112479915,False,2
47,2.9653581425590154,False,-1
48,0.0003354961719396452,False,0
49,8.38740429849113e-05,False,1
50,0.06575724970017047,False,2
51,0.017697423069816285,False,-1
52,0.001250555351477873,False,0
53,0.000357301528993678,False,1
54,0.063242370631881,False,2
55,0.024475154736066946,False,-1
56,0.01138880840249868,False,0
57,0.60360684533243,False,1
58,8.097442774176562,False,2
59,2.67636997458719,False,-1
60,0.006023053028819617,False,0
61,0.006023053028819617,False,1
62,4.523312824643532,False,2
63,1.4876940981184454,False,-1
64,6.5386634669873755,False,2
65,2.202865232193608,False,-1
66,0.01435308765964359,False,1
67,5.324995521727772,False,2
68,1.8371952204343796,False,-1
69,18.358634656561538,False,1
70,5.147939807665783,False,-1
71,0.0006286532189837427,False,0
72,0.23291601763347664,False,2
73,0.08078193863941092,False,-1
74,26.191890545420613,False,0
75,8.045874873429861,False,-1
76,4.282919334159804,False,2
77,1.3898215057869563,False,-1
78,0.009814402331270497,False,1
79,7.174328104158733,False,2
80,2.6302598247804934,False,-1
81,10.009433932144942,False,1
82,0.013170307805453873,False,2
83,3.147703565503475,False,-1
84,8.275108120819896,False,1
85,1.1426932306443254,False,2
86,3.1392671171547404,False,-1
87,0.0004397991056530335,False,0
88,0.0001759196422612134,False,1
89,0.06658558459586927,False,2
90,0.02075851778682318,False,-1
91,0.000955780102015627,False,0
92,0.7063214953895484,False,2
93,0.24850282652406303,False,-1
94,0.007748066872707123,False,1
95,1.4643846389416464,False,2
96,0.4648840123624274,False,-1
97,0.0038642370059844182,False,1
98,0.9673473304980994,False,2
99,0.3168674344907223,False,-1
100,10.089175733988776,False,0
101,9.797120646952258,False,1
102,6.6641660769241655,False,-1
103,0.007201502506030038,False,1
104,2.7509739573034744,False,2
105,0.8425757932055143,False,-1
106,0.003366730204460028,False,0
107,2.531781113753941,False,2
108,0.8315823605016269,False,-1
109,23.333935250803677,False,0
110,8.586632807751286,False,-1
111,9.793583848177494,False,1
112,0.051886536943986726,False,2
113,3.1261638508752,False,-1
114,0.0003265718338119953,False,0
115,0.24656173452805644,False,2
116,0.07968352745012684,False,-1
117,0.0008714579164227881,False,0
118,0.00021786447910569702,False,1
119,0.16623059755764683,False,2
120,0.050544559152521706,False,-1
121,0.14301549120918097,False,0
122,15.404811481674637,False,1
123,4.882957485570608,False,-1
124,5.11979462219117,False,2
125,1.798846759148249,False,-1
126,0.005930846855383086,False,0
127,0.023723387421532342,False,1
128,4.45999683524808,False,2
129,1.4411957858580897,False,-1
130,0.0013804897480535747,False,1
131,1.042269759780449,False,2
132,0.3368394985250722,False,-1
133,0.0012079457645661,False,0
134,0.0009203396301456,False,1
135,0.00493723864088525,False,2
136,0.00252134711175305,False,-1
137,0.0001329325119137382,False,0
