mix_id,bandwidth,malicious,epoch_79
0,7.222983840621532,False,2
1,12.99495957855063,False,0
2,2.2905328818974637,False,2
3,27.475737665430604,False,0
4,6.307483769780659,False,2
5,6.657052422554515,False,-1
6,6.928901550879272,False,2
7,3.2235882923402825,False,0
8,15.160917700728795,False,-1
9,8.85216557772823,False,0
10,0.5387593496234153,False,2
11,1.3608381733895494,False,0
12,8.665212500897265,False,1
13,3.2764987158085663,False,0
14,25.41910765216961,False,-1
15,21.94056134492644,False,0
16,1.9197653236923973,False,-1
17,10.862117738311412,False,2
18,0.0838740429849113,False,-1
19,0.0893253822484195,False,0
20,11.38880840249868,False,0
21,6.023053028819617,False,0
22,8.741528699180984,False,0
23,7.176543829821795,False,0
24,23.50657446422732,False,2
25,0.3143266094918713,False,-1
26,34.23776541885047,False,-1
27,5.67274083994676,False,2
28,9.814402331270497,False,2
29,13.170307805453872,False,1
30,12.557068468618962,False,0
31,0.0879598211306067,False,-1
32,0.955780102015627,False,2
33,1.9370167181767812,False,0
34,1.288079001994806,False,0
35,26.5504624578652,False,1
36,3.6007512530150185,False,2
37,3.366730204460028,False,2
38,31.920568058554963,False,-1
39,12.971634235996682,False,0
40,0.3265718338119953,False,-1
41,0.217864479105697,False,0
42,20.430784458454426,False,0
43,6.91864138133942,False,2
44,5.930846855383085,False,2
45,1.3804897480535747,False,0
46,0.00958687114735,False,0
47,0.1329325119137382,False,2
48,7.759660246133861,False,2
49,0.2793450003174594,False,0
50,8.161581425684348,False,2
51,4.342795108664408,False,0
52,0.8587638635499052,False,-1
53,37.47004998403759,False,-1
54,0.0227918061569197,False,2
55,7.932677377941161,False,2
56,11.14858535654003,False,-1
57,30.17996887956908,False,-1
58,0.3813028211266771,False,2
59,94.71126009940475,False,1
60,0.7987480284864709,False,-1
61,1.6179515512481009,False,0
62,1.264402736043084,False,-1
63,6.635158713912974,False,2
64,31.435559910492543,False,0
65,3.1634735148191373,False,-1
66,0.4562868005229911,False,2
67,25.3168529824582,False,0
68,3.9157126944261527,False,0
69,6.770693549544401,False,1
70,3.361818667947304,False,2
71,0.6111449104971354,False,2
72,2.7018299850616474,False,2
73,1.339083221836006,False,-1
74,77.1456502908185,False,2
75,2.802672560202001,False,-1
76,24.68825893105349,False,1
77,48.46296355796333,False,1
78,0.1597448422896347,False,2
79,0.3327312026818199,False,-1
80,2.6531127052494243,False,-1
81,11.255352376575642,False,2
82,0.0632118184623477,False,0
83,2.0766719696309788,False,0
84,0.0355688272188148,False,2
85,3.6218959505412034,False,-1
86,1.7125584548985109,False,0
87,6.0866382728234125,False,2
88,10.046364148653572,False,-1
89,0.0738613407176482,False,-1
90,16.7230840538725,False,2
91,0.5466740411538141,False,2
92,2.9385253517050685,False,0
93,1.281768657579469,False,0
94,33.89342248706654,False,1
95,0.0014709770630048,False,2
96,21.00360954327244,False,2
97,22.073210127002856,False,1
98,0.6502917222494822,False,2
99,2.290177699999346,False,2
100,0.6359802654643859,False,2
101,1.3222231398093058,False,-1
102,12.9413963854274,False,-1
103,2.5292191964312503,False,2
104,3.519268408644296,False,1
105,1.4997860032045405,False,-1
106,6.084198906349575,False,-1
107,0.02154419763594,False,0
108,7.894888247926725,False,-1
109,3.907179386139684,False,2
110,5.476944471140026,False,0
111,0.1831518826486015,False,0
112,3.2671667985645576,False,0
113,19.53676795064546,False,-1
114,14.916328679639255,False,2
115,9.825930613321844,False,0
116,8.956546890791149,False,2
117,2.861526766558621,False,2
118,30.8546287624645,False,2
119,0.1900659948080126,False,2
120,0.1371263431812456,False,-1
121,1.9306851636709896,False,2
122,0.9375757044916224,False,-1
123,22.36016713700112,False,0
124,15.443832904465276,False,2
125,5.711313779207865,False,0
126,6.047686919997623,False,0
127,7.998192931195344,False,-1
128,1.5167062947819905,False,2
129,0.3481899236225113,False,0
130,4.807254603128095,False,0
131,7.711019028269362,False,0
132,4.795594057111031,False,-1
133,11.559929834362556,False,2
134,3.8190009019596687,False,2
135,1.466411300327974,False,2
136,8.901143892301736,False,2
137,2.8571998466233444,False,2
138,11.889867506777808,False,-1
139,0.9195818248964468,False,-1
140,2.3053450235224253,False,0
141,8.096075194659191,False,2
142,0.751775071113991,False,-1
143,2.4595785433059683,False,2
144,3.891781232841648,False,0
145,0.292116811337053,False,2
146,9.803961662234263,False,-1
147,51.77541547457985,False,1
148,2.5319028068276888,False,2
149,4.562192836192854,False,2
150,8.61353971130908,False,-1
151,67.51846359327342,False,1
152,11.495420107189258,False,2
153,4.405396693080306,False,0
154,0.4959873145009962,False,-1
155,26.645763410221992,False,-1
156,6.853165139600421,False,2
157,20.066616589814743,False,0
158,0.0375756180266627,False,2
159,13.187899372669644,False,1
160,1.2152890886855496,False,0
161,19.22685826587295,False,2
162,0.6271096883777841,False,0
163,18.72887515554368,False,-1
164,3.9292103424328686,False,2
165,2.3393090310139257,False,2
166,24.867240840138624,False,1
167,5.632373880265927,False,0
168,17.45434147466583,False,1
169,2.2683916274970994,False,-1
170,0.0619951987809396,False,0
171,2.1270167981769474,False,2
172,3.379872505595225,False,0
173,42.70993628478921,False,1
174,2.5314490667518807,False,0
175,17.762081358496427,False,2
176,1.1570804771578131,False,-1
177,4.222573709295002,False,-1
178,0.4763666710242265,False,2
179,2.86954748604548,False,2
180,0.0187533066911735,False,0
181,10.8906449101972,False,1
182,1.6887829681466198,False,-1
183,0.2594820159195495,False,0
184,3.397230520922319,False,0
185,0.0241332534733355,False,0
186,1.0272207065217922,False,2
187,7.090593059885896,False,2
188,5.210249530652914,False,1
189,32.02075535513658,False,0
190,19.98769091431034,False,-1
191,2.6189648555762224,False,-1
192,2.753021597530239,False,0
193,8.7061957695639,False,2
194,14.32120383531931,False,-1
195,1.8480844586590168,False,-1
196,22.551315278534425,False,0
197,13.760707187645425,False,2
198,5.670225030985644,False,2
199,7.590336890579204,False,2
200,23.31266802515795,False,0
201,4.578252233253499,False,-1
202,1.8779844687055,False,0
203,5.461126557003204,False,0
204,25.2266598200534,False,0
205,4.133888437800426,False,0
206,11.336738311246688,False,2
207,18.005917227378536,False,0
208,1.1436753347853688,False,0
209,31.71472443222913,False,1
210,2.471130161567515,False,2
211,0.2105038966763104,False,2
